timeStamp,availableMW,windSpeed,windPower
2018-12-01 5:35,77.4,3.3,0
2018-12-01 5:40,77.4,3.3,0
2018-12-01 5:45,77.4,3.4,0
2018-12-01 5:50,77.4,3.4,0
2018-12-01 5:55,77.4,3.6,0
2018-12-01 6:00,77.4,3.6,0
2018-12-01 6:05,77.4,3.5,0
2018-12-01 6:10,77.4,3.5,0
2018-12-01 6:15,77.4,3.3,0
2018-12-01 6:20,77.4,3.3,0
2018-12-01 6:25,77.4,3.8,0
2018-12-01 6:30,77.4,3.8,0
2018-12-01 6:35,77.4,4.3,1.44922
2018-12-01 6:40,77.4,4.3,1.44922
2018-12-01 6:45,77.4,4.3,1.44922
2018-12-01 6:50,77.4,4.3,1.44922
2018-12-01 6:55,77.4,4.6,3.86562
2018-12-01 7:00,77.4,4.6,3.86562
2018-12-01 7:05,77.4,4.8,5.65763
2018-12-01 7:10,77.4,4.8,5.65763
2018-12-01 7:15,77.4,4.5,3.00625
2018-12-01 7:20,77.4,4.5,3.00625
2018-12-01 7:25,77.4,4.6,3.86562
2018-12-01 7:30,77.4,4.6,3.86562
2018-12-01 7:35,77.4,4.6,3.86562
2018-12-01 7:40,77.4,4.6,3.86562
2018-12-01 7:45,77.4,4.6,3.86562
2018-12-01 7:50,77.4,4.6,3.86562
2018-12-01 7:55,77.4,4.2,0.807042
2018-12-01 8:00,77.4,4.2,0.807042
2018-12-01 8:05,77.4,4.4,2.19283
2018-12-01 8:10,77.4,4.4,2.19283
2018-12-01 8:15,77.4,4.4,2.19283
2018-12-01 8:20,77.4,4.4,2.19283
2018-12-01 8:25,77.4,4.2,0.807042
2018-12-01 8:30,77.4,4.2,0.807042
2018-12-01 8:35,77.4,4.1,0.307329
2018-12-01 8:40,77.4,4.1,0.307329
2018-12-01 8:45,77.4,4,0.00235152
2018-12-01 8:50,77.4,4,0.00235152
2018-12-01 8:55,77.4,3.8,0
2018-12-01 9:00,77.4,3.8,0
2018-12-01 9:05,77.4,3.9,0
2018-12-01 9:10,77.4,3.9,0
2018-12-01 9:15,77.4,3.9,0
2018-12-01 9:20,77.4,3.9,0
2018-12-01 9:25,77.4,3.9,0
2018-12-01 9:30,77.4,3.9,0
2018-12-01 9:35,77.4,4,0.00235152
2018-12-01 9:40,77.4,4,0.00235152
2018-12-01 9:45,77.4,4.1,0.307329
2018-12-01 9:50,77.4,4.1,0.307329
2018-12-01 9:55,77.4,3.9,0
2018-12-01 10:00,77.4,3.9,0
2018-12-01 10:05,77.4,3.8,0
2018-12-01 10:10,77.4,3.8,0
2018-12-01 10:15,77.4,3.6,0
2018-12-01 10:20,77.4,3.6,0
2018-12-01 10:25,77.4,3.5,0
2018-12-01 10:30,77.4,3.5,0
2018-12-01 10:35,77.4,3.2,0
2018-12-01 10:40,77.4,3.2,0
2018-12-01 10:45,77.4,2.9,0
2018-12-01 10:50,77.4,2.9,0
2018-12-01 10:55,77.4,2.9,0
2018-12-01 11:00,77.4,2.9,0
2018-12-01 11:05,77.4,2.9,0
2018-12-01 11:10,77.4,2.9,0
2018-12-01 11:15,77.4,3,0
2018-12-01 11:20,77.4,3,0
2018-12-01 11:25,77.4,2.6,0
2018-12-01 11:30,77.4,2.6,0
2018-12-01 11:35,77.4,2.8,0
2018-12-01 11:40,77.4,2.8,0
2018-12-01 11:45,77.4,3.2,0
2018-12-01 11:50,77.4,3.2,0
2018-12-01 11:55,77.4,2.8,0
2018-12-01 12:00,77.4,2.8,0
2018-12-01 12:05,77.4,2.9,0
2018-12-01 12:10,77.4,2.9,0
2018-12-01 12:15,78.1,2.7,0
2018-12-01 12:20,79.2,2.7,0
2018-12-01 12:25,79.2,3,0
2018-12-01 12:30,79.2,3,0
2018-12-01 12:35,79.2,3.5,0
2018-12-01 12:40,79.2,3.5,0
2018-12-01 12:45,81,3.2,0
2018-12-01 12:50,81,3.2,0
2018-12-01 12:55,81,3.3,0
2018-12-01 13:00,81,3.3,0
2018-12-01 13:05,81,3,0
2018-12-01 13:10,81,3,0
2018-12-01 13:15,81,3.5,0
2018-12-01 13:20,81,3.5,0
2018-12-01 13:25,81,3.8,0
2018-12-01 13:30,81,3.8,0
2018-12-01 13:35,81,4.2,0.807042
2018-12-01 13:40,81,4.2,0.807042
2018-12-01 13:45,82.8,4.1,0.307329
2018-12-01 13:50,82.8,4.1,0.307329
2018-12-01 13:55,82.8,3.9,0
2018-12-01 14:00,82.8,3.9,0
2018-12-01 14:05,82.8,3.7,0
2018-12-01 14:10,82.8,3.7,0
2018-12-01 14:15,82.8,3.9,0
2018-12-01 14:20,82.8,3.9,0
2018-12-01 14:25,82.8,3.8,0
2018-12-01 14:30,82.8,3.8,0
2018-12-01 14:35,83.9,3.5,0
2018-12-01 14:40,84.6,3.5,0
2018-12-01 14:45,86.2,3.8,0
2018-12-01 14:50,86.4,3.8,0
2018-12-01 14:55,86.4,3.8,0
2018-12-01 15:00,86.4,3.8,0
2018-12-01 15:05,86.4,4.1,0.307329
2018-12-01 15:10,86.4,4.1,0.307329
2018-12-01 15:15,86.4,4.4,2.19283
2018-12-01 15:20,86.4,4.4,2.19283
2018-12-01 15:25,86.6,4.6,3.86562
2018-12-01 15:30,88.2,4.6,3.86562
2018-12-01 15:35,88.2,4.8,5.65763
2018-12-01 15:40,88.2,4.8,5.65763
2018-12-01 15:45,89.9,4.8,5.65763
2018-12-01 15:50,90,4.8,5.65763
2018-12-01 15:55,90,4.6,3.86562
2018-12-01 16:00,90,4.6,3.86562
2018-12-01 16:05,90,4.7,4.75351
2018-12-01 16:10,90,4.7,4.75351
2018-12-01 16:15,90,4.9,6.56988
2018-12-01 16:20,90,4.9,6.56988
2018-12-01 16:25,90,4.9,6.56988
2018-12-01 16:30,90,4.9,6.56988
2018-12-01 16:35,90,4.8,5.65763
2018-12-01 16:40,90,4.8,5.65763
2018-12-01 16:45,90,4.8,5.65763
2018-12-01 16:50,90,4.8,5.65763
2018-12-01 16:55,93.6,4.9,6.56988
2018-12-01 17:00,93.6,4.9,6.56988
2018-12-01 17:05,93.6,4.7,4.75351
2018-12-01 17:10,93.6,4.7,4.75351
2018-12-01 17:15,93.6,4.5,3.00625
2018-12-01 17:20,93.6,4.5,3.00625
2018-12-01 17:25,93.6,4.6,3.86562
2018-12-01 17:30,93.6,4.6,3.86562
2018-12-01 17:35,93.6,4.6,3.86562
2018-12-01 17:40,93.6,4.6,3.86562
2018-12-01 17:45,93.6,4.7,4.75351
2018-12-01 17:50,93.6,4.7,4.75351
2018-12-01 17:55,95.2,4.7,4.75351
2018-12-01 18:00,95.4,4.7,4.75351
2018-12-01 18:05,95.4,4.6,3.86562
2018-12-01 18:10,95.4,4.6,3.86562
2018-12-01 18:15,95.4,4.5,3.00625
2018-12-01 18:20,95.4,4.5,3.00625
2018-12-01 18:25,95.4,4.6,3.86562
2018-12-01 18:30,95.4,4.6,3.86562
2018-12-01 18:35,97.2,4.6,3.86562
2018-12-01 18:40,97.2,4.6,3.86562
2018-12-01 18:45,97.2,4.7,4.75351
2018-12-01 18:50,97.2,4.7,4.75351
2018-12-01 18:55,97.2,4.8,5.65763
2018-12-01 19:00,97.2,4.8,5.65763
2018-12-01 19:05,97.2,4.8,5.65763
2018-12-01 19:10,97.2,4.8,5.65763
2018-12-01 19:15,97.2,4.7,4.75351
2018-12-01 19:20,97.2,4.7,4.75351
2018-12-01 19:25,97.2,4.7,4.75351
2018-12-01 19:30,97.2,4.7,4.75351
2018-12-01 19:35,97.2,4.6,3.86562
2018-12-01 19:40,97.2,4.6,3.86562
2018-12-01 19:45,97.2,4.6,3.86562
2018-12-01 19:50,97.2,4.6,3.86562
2018-12-01 19:55,97.2,4.5,3.00625
2018-12-01 20:00,97.2,4.5,3.00625
2018-12-01 20:05,97.2,4.5,3.00625
2018-12-01 20:10,97.2,4.5,3.00625
2018-12-01 20:15,97.2,4.6,3.86562
2018-12-01 20:20,97.2,4.6,3.86562
2018-12-01 20:25,97.2,4.4,2.19283
2018-12-01 20:30,97.2,4.4,2.19283
2018-12-01 20:35,97.2,4.5,3.00625
2018-12-01 20:40,97.2,4.5,3.00625
2018-12-01 20:45,97.2,4.5,3.00625
2018-12-01 20:50,97.2,4.5,3.00625
2018-12-01 20:55,97.2,4.5,3.00625
2018-12-01 21:00,97.2,4.5,3.00625
2018-12-01 21:05,97.2,4.7,4.75351
2018-12-01 21:10,97.2,4.7,4.75351
2018-12-01 21:15,97.2,4.7,4.75351
2018-12-01 21:20,97.2,4.7,4.75351
2018-12-01 21:25,97.2,4.5,3.00625
2018-12-01 21:30,97.2,4.5,3.00625
2018-12-01 21:35,97.2,4.5,3.00625
2018-12-01 21:40,97.2,4.5,3.00625
2018-12-01 21:45,97.2,4.4,2.19283
2018-12-01 21:50,97.2,4.4,2.19283
2018-12-01 21:55,97.2,4.2,0.807042
2018-12-01 22:00,97.2,4.2,0.807042
2018-12-01 22:05,97.2,4.3,1.44922
2018-12-01 22:10,97.2,4.3,1.44922
2018-12-01 22:15,97.2,4.3,1.44922
2018-12-01 22:20,97.2,4.3,1.44922
2018-12-01 22:25,97.2,4.2,0.807042
2018-12-01 22:30,97.2,4.2,0.807042
2018-12-01 22:35,97.2,4.2,0.807042
2018-12-01 22:40,97.2,4.2,0.807042
2018-12-01 22:45,97.2,3.9,0
2018-12-01 22:50,97.2,3.9,0
2018-12-01 22:55,97.2,4.4,2.19283
2018-12-01 23:00,97.2,4.4,2.19283
2018-12-01 23:05,97.2,4.4,2.19283
2018-12-01 23:10,97.2,4.4,2.19283
2018-12-01 23:15,97.2,4.5,3.00625
2018-12-01 23:20,97.2,4.5,3.00625
2018-12-01 23:25,97.2,4.3,1.44922
2018-12-01 23:30,97.2,4.3,1.44922
2018-12-01 23:35,97.2,4.6,3.86562
2018-12-01 23:40,97.2,4.6,3.86562
2018-12-01 23:45,97.2,4.8,5.65763
2018-12-01 23:50,97.2,4.8,5.65763
2018-12-01 23:55,97.2,4.3,1.44922
2018-12-02 0:00,97.2,4.3,1.44922
2018-12-02 0:05,97.2,4.3,1.44922
2018-12-02 0:10,97.2,4.3,1.44922
2018-12-02 0:15,97.2,4.5,3.00625
2018-12-02 0:20,97.2,4.5,3.00625
2018-12-02 0:25,97.2,4.7,4.75351
2018-12-02 0:30,97.2,4.7,4.75351
2018-12-02 0:35,97.1,4.8,5.65763
2018-12-02 0:40,97.2,4.8,5.65763
2018-12-02 0:45,94.4,5.1,8.40184
2018-12-02 0:50,93.6,5.1,8.40184
2018-12-02 0:55,93.6,4.7,4.75351
2018-12-02 1:00,93.6,4.7,4.75351
2018-12-02 1:05,93.6,4.7,4.75351
2018-12-02 1:10,93.6,4.7,4.75351
2018-12-02 1:15,92.4,4.8,5.65763
2018-12-02 1:20,93.6,4.8,5.65763
2018-12-02 1:25,93.6,4.6,3.86562
2018-12-02 1:30,93.6,4.6,3.86562
2018-12-02 1:35,93.6,5,7.4854
2018-12-02 1:40,93.6,5,7.4854
2018-12-02 1:45,93.6,5,7.4854
2018-12-02 1:50,93.6,5,7.4854
2018-12-02 1:55,93.6,5,7.4854
2018-12-02 2:00,93.6,5,7.4854
2018-12-02 2:05,93.6,4.7,4.75351
2018-12-02 2:10,93.6,4.7,4.75351
2018-12-02 2:15,93.6,4.8,5.65763
2018-12-02 2:20,93.6,4.8,5.65763
2018-12-02 2:25,93.6,4.7,4.75351
2018-12-02 2:30,93.6,4.7,4.75351
2018-12-02 2:35,93.6,4.4,2.19283
2018-12-02 2:40,93.6,4.4,2.19283
2018-12-02 2:45,93.6,4.6,3.86562
2018-12-02 2:50,93.6,4.6,3.86562
2018-12-02 2:55,91.8,4.3,1.44922
2018-12-02 3:00,91.8,4.3,1.44922
2018-12-02 3:05,91.8,4,0.00235152
2018-12-02 3:10,91.8,4,0.00235152
2018-12-02 3:15,91.8,4.1,0.307329
2018-12-02 3:20,91.8,4.1,0.307329
2018-12-02 3:25,91.8,4.2,0.807042
2018-12-02 3:30,91.8,4.2,0.807042
2018-12-02 3:35,91.8,3.9,0
2018-12-02 3:40,91.8,3.9,0
2018-12-02 3:45,91.8,3.8,0
2018-12-02 3:50,91.8,3.8,0
2018-12-02 3:55,91.8,3.8,0
2018-12-02 4:00,91.8,3.8,0
2018-12-02 4:05,91.8,4.1,0.307329
2018-12-02 4:10,91.8,4.1,0.307329
2018-12-02 4:15,91.8,4.3,1.44922
2018-12-02 4:20,91.8,4.3,1.44922
2018-12-02 4:25,91.8,4.7,4.75351
2018-12-02 4:30,91.8,4.7,4.75351
2018-12-02 4:35,91.8,5,7.4854
2018-12-02 4:40,91.8,5,7.4854
2018-12-02 4:45,91.8,5,7.4854
2018-12-02 4:50,91.8,5,7.4854
2018-12-02 4:55,91.8,5,7.4854
2018-12-02 5:00,91.8,5,7.4854
2018-12-02 5:05,91.8,5.3,10.237
2018-12-02 5:10,91.8,5.3,10.237
2018-12-02 5:15,91.8,5.4,11.1585
2018-12-02 5:20,91.8,5.4,11.1585
2018-12-02 5:25,93.5,5.7,13.9673
2018-12-02 5:30,93.6,5.7,13.9673
2018-12-02 5:35,93.6,5.7,13.9673
2018-12-02 5:40,93.6,5.7,13.9673
2018-12-02 5:45,93.6,5.6,13.0209
2018-12-02 5:50,93.6,5.6,13.0209
2018-12-02 5:55,93.6,5.7,13.9673
2018-12-02 6:00,93.6,5.7,13.9673
2018-12-02 6:05,93.6,5.2,9.31874
2018-12-02 6:10,93.6,5.2,9.31874
2018-12-02 6:15,93.6,5.2,9.31874
2018-12-02 6:20,93.6,5.2,9.31874
2018-12-02 6:25,93.6,5.2,9.31874
2018-12-02 6:30,93.6,5.2,9.31874
2018-12-02 6:35,91.8,4.6,3.86562
2018-12-02 6:40,91.8,4.6,3.86562
2018-12-02 6:45,91.8,4.6,3.86562
2018-12-02 6:50,91.8,4.6,3.86562
2018-12-02 6:55,91.8,4.2,0.807042
2018-12-02 7:00,91.8,4.2,0.807042
2018-12-02 7:05,91.8,4.2,0.807042
2018-12-02 7:10,91.8,4.2,0.807042
2018-12-02 7:15,91.8,3.7,0
2018-12-02 7:20,91.8,3.7,0
2018-12-02 7:25,91.8,3.7,0
2018-12-02 7:30,91.8,3.7,0
2018-12-02 7:35,91.8,3.8,0
2018-12-02 7:40,91.8,3.8,0
2018-12-02 7:45,91.8,3.9,0
2018-12-02 7:50,91.8,3.9,0
2018-12-02 7:55,91.8,3.9,0
2018-12-02 8:00,91.8,3.9,0
2018-12-02 8:05,91.8,4,0.00235152
2018-12-02 8:10,91.8,4,0.00235152
2018-12-02 8:15,91.8,3.9,0
2018-12-02 8:20,91.8,3.9,0
2018-12-02 8:25,91.8,3.9,0
2018-12-02 8:30,91.8,3.9,0
2018-12-02 8:35,91.8,3.7,0
2018-12-02 8:40,91.8,3.7,0
2018-12-02 8:45,91.8,3.4,0
2018-12-02 8:50,91.8,3.4,0
2018-12-02 8:55,91.8,3.4,0
2018-12-02 9:00,91.8,3.4,0
2018-12-02 9:05,91.8,2.6,0
2018-12-02 9:10,91.8,2.6,0
2018-12-02 9:15,90.4,2.8,0
2018-12-02 9:20,90,2.8,0
2018-12-02 9:25,90,3.4,0
2018-12-02 9:30,90,3.4,0
2018-12-02 9:35,90,3.2,0
2018-12-02 9:40,90,3.2,0
2018-12-02 9:45,90,2.9,0
2018-12-02 9:50,90,2.9,0
2018-12-02 9:55,90,4.1,0.307329
2018-12-02 10:00,90,4.1,0.307329
2018-12-02 10:05,90,3.9,0
2018-12-02 10:10,90,3.9,0
2018-12-02 10:15,90,4.7,4.75351
2018-12-02 10:20,90,4.7,4.75351
2018-12-02 10:25,90,4.7,4.75351
2018-12-02 10:30,90,4.7,4.75351
2018-12-02 10:35,90,4.4,2.19283
2018-12-02 10:40,90,4.4,2.19283
2018-12-02 10:45,90,4.6,3.86562
2018-12-02 10:50,90,4.6,3.86562
2018-12-02 10:55,90,4.7,4.75351
2018-12-02 11:00,90,4.7,4.75351
2018-12-02 11:05,90,4.3,1.44922
2018-12-02 11:10,90,4.3,1.44922
2018-12-02 11:15,90,4.2,0.807042
2018-12-02 11:20,90,4.2,0.807042
2018-12-02 11:25,90,4.1,0.307329
2018-12-02 11:30,90,4.1,0.307329
2018-12-02 11:35,90,4.4,2.19283
2018-12-02 11:40,90,4.4,2.19283
2018-12-02 11:45,90,4.2,0.807042
2018-12-02 11:50,90,4.2,0.807042
2018-12-02 11:55,90,4.1,0.307329
2018-12-02 12:00,90,4.1,0.307329
2018-12-02 12:05,90,4.4,2.19283
2018-12-02 12:10,90,4.4,2.19283
2018-12-02 12:15,90,4.1,0.307329
2018-12-02 12:20,90,4.1,0.307329
2018-12-02 12:25,90,3.7,0
2018-12-02 12:30,90,3.7,0
2018-12-02 12:35,90,3.4,0
2018-12-02 12:40,90,3.4,0
2018-12-02 12:45,90,2.4,0
2018-12-02 12:50,90,2.4,0
2018-12-02 12:55,91.5,1.9,0
2018-12-02 13:00,91.8,1.9,0
2018-12-02 13:05,91.8,1.9,0
2018-12-02 13:10,91.8,1.9,0
2018-12-02 13:15,93.6,2.5,0
2018-12-02 13:20,93.6,2.5,0
2018-12-02 13:25,93.6,3.1,0
2018-12-02 13:30,93.6,3.1,0
2018-12-02 13:35,93.6,3.6,0
2018-12-02 13:40,93.6,3.6,0
2018-12-02 13:45,93.6,3.6,0
2018-12-02 13:50,93.6,3.6,0
2018-12-02 13:55,93.6,3.8,0
2018-12-02 14:00,93.6,3.8,0
2018-12-02 14:05,95.4,3.8,0
2018-12-02 14:10,95.4,3.8,0
2018-12-02 14:15,93.6,3.4,0
2018-12-02 14:20,93.6,3.4,0
2018-12-02 14:25,93.6,2.7,0
2018-12-02 14:30,93.6,2.7,0
2018-12-02 14:35,93.6,2.3,0
2018-12-02 14:40,93.6,2.3,0
2018-12-02 14:45,93.6,2.5,0
2018-12-02 14:50,93.6,2.5,0
2018-12-02 14:55,93.6,3,0
2018-12-02 15:00,93.6,3,0
2018-12-02 15:05,93.6,3.7,0
2018-12-02 15:10,93.6,3.7,0
2018-12-02 15:15,95.4,3.8,0
2018-12-02 15:20,95.4,3.8,0
2018-12-02 15:25,95.4,3.4,0
2018-12-02 15:30,\N,\N,\N
2018-12-02 15:35,97.2,3.5,0
2018-12-02 15:40,97.2,3.5,0
2018-12-02 15:45,97.2,3.7,0
2018-12-02 15:50,97.2,3.7,0
2018-12-02 15:55,97.2,3.6,0
2018-12-02 16:00,97.2,3.6,0
2018-12-02 16:05,97.2,3.4,0
2018-12-02 16:10,97.2,3.4,0
2018-12-02 16:15,97.2,3.3,0
2018-12-02 16:20,97.2,3.3,0
2018-12-02 16:25,97.2,3,0
2018-12-02 16:30,97.2,3,0
2018-12-02 16:35,97.2,3.2,0
2018-12-02 16:40,97.2,3.2,0
2018-12-02 16:45,97.2,3.6,0
2018-12-02 16:50,97.2,3.6,0
2018-12-02 16:55,97.2,3.6,0
2018-12-02 17:00,97.2,3.6,0
2018-12-02 17:05,95.8,4.5,3.00625
2018-12-02 17:10,95.4,4.5,3.00625
2018-12-02 17:15,95.4,4.6,3.86562
2018-12-02 17:20,95.4,4.6,3.86562
2018-12-02 17:25,95.4,4.6,3.86562
2018-12-02 17:30,95.4,4.6,3.86562
2018-12-02 17:35,95.4,5.1,8.40184
2018-12-02 17:40,95.4,5.1,8.40184
2018-12-02 17:45,95.4,5.8,14.9275
2018-12-02 17:50,95.4,5.8,14.9275
2018-12-02 17:55,95.4,6.4,21.0912
2018-12-02 18:00,95.4,6.4,21.0912
2018-12-02 18:05,95.4,6.4,21.0912
2018-12-02 18:10,95.4,6.4,21.0912
2018-12-02 18:15,95.4,6.6,23.3259
2018-12-02 18:20,95.4,6.6,23.3259
2018-12-02 18:25,95.3,6,16.8986
2018-12-02 18:30,95.4,6,16.8986
2018-12-02 18:35,95.4,6,16.8986
2018-12-02 18:40,95.4,6,16.8986
2018-12-02 18:45,95.4,6.7,24.4778
2018-12-02 18:50,95.4,6.7,24.4778
2018-12-02 18:55,95.4,6.5,22.1969
2018-12-02 19:00,95.4,6.5,22.1969
2018-12-02 19:05,95.4,6.7,24.4778
2018-12-02 19:10,95.4,6.7,24.4778
2018-12-02 19:15,95.4,6.5,22.1969
2018-12-02 19:20,95.4,6.5,22.1969
2018-12-02 19:25,95.4,6.3,20.009
2018-12-02 19:30,95.4,6.3,20.009
2018-12-02 19:35,95.4,6.5,22.1969
2018-12-02 19:40,95.4,6.5,22.1969
2018-12-02 19:45,95.4,6.2,18.9499
2018-12-02 19:50,95.4,6.2,18.9499
2018-12-02 19:55,95.4,6,16.8986
2018-12-02 20:00,95.4,6,16.8986
2018-12-02 20:05,95.4,6.1,17.9135
2018-12-02 20:10,95.4,6.1,17.9135
2018-12-02 20:15,95.4,6.6,23.3259
2018-12-02 20:20,95.4,6.6,23.3259
2018-12-02 20:25,95.4,6.6,23.3259
2018-12-02 20:30,95.4,6.6,23.3259
2018-12-02 20:35,95.4,6.6,23.3259
2018-12-02 20:40,95.4,6.6,23.3259
2018-12-02 20:45,95.4,6.7,24.4778
2018-12-02 20:50,95.4,6.7,24.4778
2018-12-02 20:55,95.4,7.4,33.0966
2018-12-02 21:00,95.4,7.4,33.0966
2018-12-02 21:05,95.4,7.9,39.6622
2018-12-02 21:10,95.4,7.9,39.6622
2018-12-02 21:15,95.4,8,40.9962
2018-12-02 21:20,95.4,8,40.9962
2018-12-02 21:25,95.4,8,40.9962
2018-12-02 21:30,95.4,8,40.9962
2018-12-02 21:35,95.4,8.4,46.355
2018-12-02 21:40,95.4,8.4,46.355
2018-12-02 21:45,95.4,8.6,49.031
2018-12-02 21:50,95.4,8.6,49.031
2018-12-02 21:55,95.4,8.9,53.0165
2018-12-02 22:00,95.4,8.9,53.0165
2018-12-02 22:05,95.4,9.1,55.6431
2018-12-02 22:10,95.4,9.1,55.6431
2018-12-02 22:15,95.4,9.6,62.0501
2018-12-02 22:20,95.4,9.6,62.0501
2018-12-02 22:25,95.4,9.7,63.297
2018-12-02 22:30,95.4,9.7,63.297
2018-12-02 22:35,95.4,9.8,64.5303
2018-12-02 22:40,95.4,9.8,64.5303
2018-12-02 22:45,95.4,9.7,63.297
2018-12-02 22:50,95.4,9.7,63.297
2018-12-02 22:55,95.4,9.8,64.5303
2018-12-02 23:00,95.4,9.8,64.5303
2018-12-02 23:05,95.4,9.6,62.0501
2018-12-02 23:10,95.4,9.6,62.0501
2018-12-02 23:15,95.4,10,66.9527
2018-12-02 23:20,95.4,10,66.9527
2018-12-02 23:25,95.4,10,66.9527
2018-12-02 23:30,95.4,10,66.9527
2018-12-02 23:35,94.1,10.1,68.1399
2018-12-02 23:40,93.6,10.1,68.1399
2018-12-02 23:45,95.4,10,66.9527
2018-12-02 23:50,95.4,10,66.9527
2018-12-02 23:55,95.4,10.1,68.1399
2018-12-03 0:00,95.4,10.1,68.1399
2018-12-03 0:05,95.4,10.5,72.7095
2018-12-03 0:10,95.4,10.5,72.7095
2018-12-03 0:15,95.4,10.8,75.926
2018-12-03 0:20,95.4,10.8,75.926
2018-12-03 0:25,95.4,11,77.9595
2018-12-03 0:30,95.4,11,77.9595
2018-12-03 0:35,95.4,11,77.9595
2018-12-03 0:40,95.4,11,77.9595
2018-12-03 0:45,95.4,11,77.9595
2018-12-03 0:50,95.4,11,77.9595
2018-12-03 0:55,95.4,11.5,82.6263
2018-12-03 1:00,95.4,11.5,82.6263
2018-12-03 1:05,95.4,12,86.671
2018-12-03 1:10,95.4,12,86.671
2018-12-03 1:15,95.4,12.5,90.0891
2018-12-03 1:20,95.4,12.5,90.0891
2018-12-03 1:25,95.4,12.7,91.2833
2018-12-03 1:30,95.4,12.7,91.2833
2018-12-03 1:35,95.4,12.9,92.3798
2018-12-03 1:40,95.4,12.9,92.3798
2018-12-03 1:45,95.4,13.3,94.2807
2018-12-03 1:50,95.4,13.3,94.2807
2018-12-03 1:55,95.4,13.4,94.6953
2018-12-03 2:00,95.4,13.4,94.6953
2018-12-03 2:05,95.4,13.2,93.8419
2018-12-03 2:10,95.4,13.2,93.8419
2018-12-03 2:15,95.4,12.9,92.3798
2018-12-03 2:20,95.4,12.9,92.3798
2018-12-03 2:25,95.4,12.3,88.7964
2018-12-03 2:30,95.4,12.3,88.7964
2018-12-03 2:35,95.4,12.1,87.4045
2018-12-03 2:40,95.4,12.1,87.4045
2018-12-03 2:45,95.4,12.1,87.4045
2018-12-03 2:50,95.4,12.1,87.4045
2018-12-03 2:55,95.4,12.4,89.4551
2018-12-03 3:00,95.4,12.4,89.4551
2018-12-03 3:05,95.4,13.6,95.4526
2018-12-03 3:10,95.4,13.6,95.4526
