year,month,day,hour,minute,availableMW,windSpeed,windPower,WSF_int,windSpeed_5min
2018,12,335,9,55,,3.9,0.0,3.65316375,4.393642717430367
2018,12,335,10,0,,3.9,0.0,3.641165,4.367773583077301
2018,12,335,10,5,,3.8,0.0,3.6154291666666665,4.344316059788047
2018,12,335,10,10,,3.8,0.0,3.5896933333333334,4.320858536498792
2018,12,335,10,15,,3.6,0.0,3.5639575,4.297401013209539
2018,12,335,10,20,,3.6,0.0,3.538221666666667,4.273943489920286
2018,12,335,10,25,,,,,9.602425833297465
2018,12,335,10,30,,,,,9.602994835682573
2018,12,335,10,35,,,,,9.603563838067682
2018,12,335,10,40,,,,,9.604132840452792
2018,12,335,10,45,,,,,9.6047018428379
2018,12,335,10,50,,,,,9.605270845223009
2018,12,335,10,55,,,,,9.605839847608118
2018,12,335,11,0,,,,,9.591172537233367
2018,12,335,11,5,,,,,9.591741539618475
2018,12,335,11,10,,,,,9.592310542003585
2018,12,335,11,15,,,,,9.592879544388694
2018,12,335,11,20,,,,,9.593448546773802
2018,12,335,11,25,,,,,9.594017549158911
2018,12,335,11,30,,,,,9.59458655154402
2018,12,335,11,35,,,,,9.595155553929128
2018,12,335,11,40,,,,,9.595724556314238
2018,12,335,11,45,,,,,9.596293558699347
2018,12,335,11,50,,,,,9.596862561084455
2018,12,335,11,55,,,,,9.597431563469565
2018,12,335,12,0,,,,,9.582764253094814
2018,12,335,12,5,,,,,9.583333255479923
2018,12,335,12,10,,,,,9.58390225786503
2018,12,335,12,15,,,,,9.58447126025014
2018,12,335,12,20,,,,,9.58504026263525
2018,12,335,12,25,,,,,9.585609265020357
2018,12,335,12,30,,,,,9.586178267405467
2018,12,335,12,35,,,,,9.586747269790576
2018,12,335,12,40,,,,,9.587316272175684
2018,12,335,12,45,,,,,9.587885274560794
2018,12,335,12,50,,,,,9.588454276945901
2018,12,335,12,55,,,,,9.58902327933101
2018,12,335,13,0,,,,,9.57435596895626
2018,12,335,13,5,,,,,9.57492497134137
2018,12,335,13,10,,,,,9.575493973726477
2018,12,335,13,15,,,,,9.576062976111587
2018,12,335,13,20,,,,,9.576631978496696
2018,12,335,13,25,,3.8,0.0,3.7293855555,4.42775491637447
2018,12,335,13,30,,3.8,0.0,3.75703,4.454132290570585
2018,12,335,13,35,,4.2,0.807042,3.7846744445,4.480509664766698
2018,12,335,13,40,,4.2,0.807042,3.8123188889999997,4.506887038962813
2018,12,335,13,45,,4.1,0.307329,3.8399633335,4.5332644131589275
2018,12,335,13,50,,4.1,0.307329,3.867607778,4.559641787355042
2018,12,335,13,55,,3.9,0.0,3.8952522225,4.586019161551157
2018,12,335,14,0,,3.9,0.0,3.922896667,4.597160222987411
2018,12,335,14,5,,3.7,0.0,3.9093061114166665,4.585041319431317
2018,12,335,14,10,,3.7,0.0,3.895715555833333,4.572922415875223
2018,12,335,14,15,,3.9,0.0,3.88212500025,4.560803512319128
2018,12,335,14,20,,3.9,0.0,3.8685344446666665,4.548684608763035
2018,12,335,14,25,,3.8,0.0,3.854943889083333,4.536565705206941
2018,12,335,14,30,,3.8,0.0,3.8413533335,4.524446801650846
2018,12,335,14,35,,,,,9.569930701513469
2018,12,335,14,40,,,,,9.570499703898578
2018,12,335,14,45,,3.8,0.0,3.80058166675,4.488090090982565
2018,12,335,14,50,,3.8,0.0,3.7869911111666665,4.47597118742647
2018,12,335,14,55,,3.8,0.0,3.773400555583333,4.463852283870376
2018,12,335,15,0,,3.8,0.0,3.75981,4.436497067554423
2018,12,335,15,5,,4.1,0.307329,3.7383294444166664,4.417012197444404
2018,12,335,15,10,,4.1,0.307329,3.7168488888333333,4.397527327334384
2018,12,335,15,15,,4.4,2.19283,3.69536833325,4.378042457224366
2018,12,335,15,20,,4.4,2.19283,3.6738877776666667,4.358557587114347
2018,12,335,15,25,,4.6,3.86562,3.6524072220833332,4.339072717004328
2018,12,335,15,30,,4.6,3.86562,3.6309266664999997,4.319587846894308
2018,12,335,15,35,,4.8,5.65763,3.6094461109166667,4.300102976784289
2018,12,335,15,40,,4.8,5.65763,3.587965555333333,4.280618106674271
2018,12,335,15,45,,4.8,5.65763,3.56648499975,4.261133236564252
2018,12,335,15,50,90.0,4.8,5.65763,3.5450044441666666,4.241648366454232
2018,12,335,15,55,90.0,4.6,3.86562,3.5235238885833335,4.222163496344214
2018,12,335,16,0,90.0,4.6,3.86562,3.502043333,4.187442313474334
2018,12,335,16,5,90.0,4.7,4.7535099999999995,3.4962272219166666,4.182581495870376
2018,12,335,16,10,90.0,4.7,4.7535099999999995,3.4904111108333336,4.177720678266416
2018,12,335,16,15,90.0,4.9,6.56988,3.48459499975,4.172859860662458
2018,12,335,16,20,90.0,4.9,6.56988,3.4787788886666666,4.167999043058499
2018,12,335,16,25,90.0,4.9,6.56988,3.472962777583333,4.1631382254545395
2018,12,335,16,30,90.0,4.9,6.56988,3.4671466664999997,4.15827740785058
2018,12,335,16,35,90.0,4.8,5.65763,3.4613305554166667,4.153416590246621
2018,12,335,16,40,90.0,4.8,5.65763,3.455514444333333,4.148555772642663
2018,12,335,16,45,90.0,4.8,5.65763,3.4496983332499997,4.143694955038702
2018,12,335,16,50,90.0,4.8,5.65763,3.4438822221666667,4.138834137434745
2018,12,335,16,55,93.6,4.9,6.56988,3.4380661110833333,4.133973319830786
2018,12,335,17,0,93.6,4.9,6.56988,3.43225,4.113876189466967
2018,12,335,17,5,93.6,4.7,4.7535099999999995,3.427052708333333,4.109593090890394
2018,12,335,17,10,93.6,4.7,4.7535099999999995,3.4218554166666664,4.105309992313823
2018,12,335,17,15,93.6,4.5,3.00625,3.4166581249999997,4.101026893737251
2018,12,335,17,20,93.6,4.5,3.00625,3.4114608333333334,4.0967437951606795
2018,12,335,17,25,93.6,4.6,3.86562,3.4062635416666667,4.092460696584108
2018,12,335,17,30,93.6,4.6,3.86562,3.40106625,4.088177598007537
2018,12,335,17,35,93.6,4.6,3.86562,3.3958689583333332,4.083894499430964
2018,12,335,17,40,93.6,4.6,3.86562,3.3906716666666665,4.079611400854393
2018,12,335,17,45,93.6,4.7,4.7535099999999995,3.3854743750000003,4.075328302277822
2018,12,335,17,50,93.6,4.7,4.7535099999999995,3.3802770833333335,4.0710452037012494
2018,12,335,17,55,95.2,4.7,4.7535099999999995,3.375079791666667,4.0667621051246785
2018,12,335,18,0,95.4,4.7,4.7535099999999995,3.3698825,4.047242693788247
2018,12,335,18,5,95.4,4.6,3.86562,3.367117916666667,4.045230729333195
2018,12,335,18,10,95.4,4.6,3.86562,3.3643533333333333,4.043218764878143
2018,12,335,18,15,95.4,4.5,3.00625,3.36158875,4.041206800423089
2018,12,335,18,20,95.4,4.5,3.00625,3.358824166666667,4.039194835968037
2018,12,335,18,25,95.4,4.6,3.86562,3.3560595833333333,4.037182871512986
2018,12,335,18,30,95.4,4.6,3.86562,3.353295,4.035170907057933
2018,12,335,18,35,97.2,4.6,3.86562,3.350530416666667,4.033158942602881
2018,12,335,18,40,97.2,4.6,3.86562,3.3477658333333333,4.031146978147829
2018,12,335,18,45,97.2,4.7,4.7535099999999995,3.34500125,4.029135013692776
2018,12,335,18,50,97.2,4.7,4.7535099999999995,3.342236666666667,4.027123049237724
2018,12,335,18,55,97.2,4.8,5.65763,3.3394720833333333,4.025111084782671
2018,12,335,19,0,97.2,4.8,5.65763,3.3367075,4.00786280756776
2018,12,335,19,5,97.2,4.8,5.65763,3.33033125,4.002479054028981
2018,12,335,19,10,97.2,4.8,5.65763,3.323955,3.997095300490204
2018,12,335,19,15,97.2,4.7,4.7535099999999995,3.31757875,3.991711546951426
2018,12,335,19,20,97.2,4.7,4.7535099999999995,3.3112025000000003,3.9863277934126495
2018,12,335,19,25,97.2,4.7,4.7535099999999995,3.30482625,3.9809440398738705
2018,12,335,19,30,97.2,4.7,4.7535099999999995,3.29845,3.975560286335094
2018,12,335,19,35,97.2,4.6,3.86562,3.29207375,3.970176532796316
2018,12,335,19,40,97.2,4.6,3.86562,3.2856975,3.9647927792575377
2018,12,335,19,45,97.2,4.6,3.86562,3.27932125,3.959409025718762
2018,12,335,19,50,97.2,4.6,3.86562,3.272945,3.954025272179984
2018,12,335,19,55,97.2,4.5,3.00625,3.2665687500000002,3.9486415186412067
2018,12,335,20,0,97.2,4.5,3.00625,3.2601925,3.928021452342569
2018,12,335,20,5,97.2,4.5,3.00625,3.2145102083333335,3.8859422630263714
2018,12,335,20,10,97.2,4.5,3.00625,3.168827916666667,3.843863073710173
2018,12,335,20,15,97.2,4.6,3.86562,3.1231456250000003,3.8017838843939744
2018,12,335,20,20,97.2,4.6,3.86562,3.077463333333333,3.759704695077777
2018,12,335,20,25,97.2,4.4,2.19283,3.0317810416666666,3.7176255057615792
2018,12,335,20,30,97.2,4.4,2.19283,2.98609875,3.6755463164453808
2018,12,335,20,35,97.2,4.5,3.00625,2.9404164583333334,3.633467127129183
2018,12,335,20,40,97.2,4.5,3.00625,2.894734166666667,3.5913879378129856
2018,12,335,20,45,97.2,4.5,3.00625,2.849051875,3.5493087484967862
2018,12,335,20,50,97.2,4.5,3.00625,2.803369583333333,3.5072295591805887
2018,12,335,20,55,97.2,4.5,3.00625,2.7576872916666666,3.465150369864391
2018,12,335,21,0,97.2,4.5,3.00625,2.712005,3.407834867788333
2018,12,335,21,5,97.2,4.7,4.7535099999999995,2.6503804166666667,3.3508722326914526
2018,12,335,21,10,97.2,4.7,4.7535099999999995,2.5887558333333334,3.293909597594573
2018,12,335,21,15,97.2,4.7,4.7535099999999995,2.52713125,3.2369469624976928
2018,12,335,21,20,97.2,4.7,4.7535099999999995,2.4655066666666667,3.1799843274008115
2018,12,335,21,25,97.2,4.5,3.00625,2.4038820833333334,3.123021692303932
2018,12,335,21,30,97.2,4.5,3.00625,2.3422575,3.0660590572070534
2018,12,335,21,35,97.2,4.5,3.00625,2.280632916666667,3.009096422110172
2018,12,335,21,40,97.2,4.5,3.00625,2.2190083333333335,2.952133787013291
2018,12,335,21,45,97.2,4.4,2.19283,2.15738375,2.8951711519164123
2018,12,335,21,50,97.2,4.4,2.19283,2.0957591666666664,2.838208516819531
2018,12,335,21,55,97.2,4.2,0.807042,2.0341345833333335,2.7812458817226506
2018,12,335,22,0,97.2,4.2,0.807042,1.97251,2.70904693386591
2018,12,335,22,5,97.2,4.3,1.4492200000000002,1.9242556666666666,2.66456653125542
2018,12,335,22,10,97.2,4.3,1.4492200000000002,1.8760013333333334,2.62008612864493
2018,12,335,22,15,97.2,4.3,1.4492200000000002,1.827747,2.575605726034439
2018,12,335,22,20,97.2,4.3,1.4492200000000002,1.7794926666666666,2.5311253234239475
2018,12,335,22,25,97.2,4.2,0.807042,1.7312383333333334,2.4866449208134584
2018,12,335,22,30,97.2,4.2,0.807042,1.682984,2.4421645182029676
2018,12,335,22,35,97.2,4.2,0.807042,1.6347296666666669,2.3976841155924777
2018,12,335,22,40,97.2,4.2,0.807042,1.5864753333333335,2.353203712981987
2018,12,335,22,45,97.2,3.9,0.0,1.538221,2.308723310371496
2018,12,335,22,50,97.2,3.9,0.0,1.4899666666666667,2.2642429077610062
2018,12,335,22,55,97.2,4.4,2.19283,1.4417123333333335,2.2197625051505154
2018,12,335,23,0,97.2,4.4,2.19283,1.393458,2.160045789780165
2018,12,335,23,5,97.2,4.4,2.19283,1.41049825,2.176523272719206
2018,12,335,23,10,97.2,4.4,2.19283,1.4275385,2.193000755658246
2018,12,335,23,15,97.2,4.5,3.00625,1.44457875,2.2094782385972858
2018,12,335,23,20,97.2,4.5,3.00625,1.461619,2.2259557215363266
2018,12,335,23,25,97.2,4.3,1.4492200000000002,1.47865925,2.2424332044753665
2018,12,335,23,30,97.2,4.3,1.4492200000000002,1.4956995000000002,2.2589106874144074
2018,12,335,23,35,97.2,4.6,3.86562,1.5127397500000002,2.2753881703534473
2018,12,335,23,40,97.2,4.6,3.86562,1.5297800000000001,2.291865653292488
2018,12,335,23,45,97.2,4.8,5.65763,1.5468202500000001,2.308343136231528
2018,12,335,23,50,97.2,4.8,5.65763,1.5638605,2.32482061917057
2018,12,335,23,55,97.2,4.3,1.4492200000000002,1.58090075,2.341298102109609
2018,12,336,0,0,97.2,4.3,1.4492200000000002,1.597941,2.528246886657411
2018,12,336,0,5,97.2,4.3,1.4492200000000002,1.6530579166666668,2.580272082289939
2018,12,336,0,10,97.2,4.3,1.4492200000000002,1.7081748333333333,2.6322972779224676
2018,12,336,0,15,97.2,4.5,3.00625,1.76329175,2.684322473554995
2018,12,336,0,20,97.2,4.5,3.00625,1.8184086666666668,2.7363476691875235
2018,12,336,0,25,97.2,4.7,4.7535099999999995,1.8735255833333333,2.78837286482005
2018,12,336,0,30,97.2,4.7,4.7535099999999995,1.9286425,2.8403980604525785
2018,12,336,0,35,97.1,4.8,5.65763,1.9837594166666666,2.892423256085106
2018,12,336,0,40,97.2,4.8,5.65763,2.0388763333333335,2.9444484517176344
2018,12,336,0,45,94.4,5.1,8.40184,2.09399325,2.996473647350162
2018,12,336,0,50,93.6,5.1,8.40184,2.1491101666666665,3.0484988429826885
2018,12,336,0,55,93.6,4.7,4.7535099999999995,2.2042270833333335,3.100524038615217
2018,12,336,1,0,93.6,4.7,4.7535099999999995,2.259344,3.1373129214878857
2018,12,336,1,5,93.6,4.7,4.7535099999999995,2.2815238333333334,3.1585886298939014
2018,12,336,1,10,93.6,4.7,4.7535099999999995,2.303703666666667,3.179864338299918
2018,12,336,1,15,92.4,4.8,5.65763,2.3258834999999998,3.2011400467059348
2018,12,336,1,20,93.6,4.8,5.65763,2.348063333333333,3.2224157551119514
2018,12,336,1,25,93.6,4.6,3.86562,2.3702431666666666,3.243691463517968
2018,12,336,1,30,93.6,4.6,3.86562,2.392423,3.2649671719239857
2018,12,336,1,35,93.6,5.0,7.4854,2.4146028333333334,3.2862428803300014
2018,12,336,1,40,93.6,5.0,7.4854,2.4367826666666668,3.307518588736019
2018,12,336,1,45,93.6,5.0,7.4854,2.4589625,3.3287942971420357
2018,12,336,1,50,93.6,5.0,7.4854,2.481142333333333,3.3500700055480515
2018,12,336,1,55,93.6,5.0,7.4854,2.5033221666666665,3.371345713954069
2018,12,336,2,0,93.6,5.0,7.4854,2.525502,3.377385109600225
2018,12,336,2,5,93.6,4.7,4.7535099999999995,2.519101833333333,3.3719790278780835
2018,12,336,2,10,93.6,4.7,4.7535099999999995,2.5127016666666666,3.366572946155941
2018,12,336,2,15,93.6,4.8,5.65763,2.5063015,3.361166864433799
2018,12,336,2,20,93.6,4.8,5.65763,2.4999013333333333,3.3557607827116565
2018,12,336,2,25,93.6,4.7,4.7535099999999995,2.4935011666666664,3.350354700989514
2018,12,336,2,30,93.6,4.7,4.7535099999999995,2.487101,3.344948619267372
2018,12,336,2,35,93.6,4.4,2.19283,2.4807008333333336,3.3395425375452295
2018,12,336,2,40,93.6,4.4,2.19283,2.4743006666666667,3.334136455823087
2018,12,336,2,45,93.6,4.6,3.86562,2.4679005,3.328730374100944
2018,12,336,2,50,93.6,4.6,3.86562,2.4615003333333334,3.3233242923788024
2018,12,336,2,55,91.8,4.3,1.4492200000000002,2.455100166666667,3.3179182106566607
2018,12,336,3,0,91.8,4.3,1.4492200000000002,2.4487,3.2972758161746585
2018,12,336,3,5,91.8,4.0,0.00235152,2.4735743333333335,3.321067062841708
2018,12,336,3,10,91.8,4.0,0.00235152,2.4984486666666665,3.3448583095087567
2018,12,336,3,15,91.8,4.1,0.307329,2.523323,3.368649556175807
2018,12,336,3,20,91.8,4.1,0.307329,2.5481973333333334,3.3924408028428577
2018,12,336,3,25,91.8,4.2,0.807042,2.573071666666667,3.416232049509907
2018,12,336,3,30,91.8,4.2,0.807042,2.5979460000000003,3.440023296176957
2018,12,336,3,35,91.8,3.9,0.0,2.6228203333333333,3.4638145428440064
2018,12,336,3,40,91.8,3.9,0.0,2.6476946666666668,3.487605789511056
2018,12,336,3,45,91.8,3.8,0.0,2.672569,3.5113970361781055
2018,12,336,3,50,91.8,3.8,0.0,2.697443333333333,3.535188282845156
2018,12,336,3,55,91.8,3.8,0.0,2.7223176666666666,3.5589795295122055
2018,12,336,4,0,91.8,3.8,0.0,2.747192,3.5675344634193955
2018,12,336,4,5,91.8,4.1,0.307329,2.7664861666666667,3.586116163694557
2018,12,336,4,10,91.8,4.1,0.307329,2.7857803333333333,3.6046978639697205
2018,12,336,4,15,91.8,4.3,1.4492200000000002,2.8050745,3.623279564244881
2018,12,336,4,20,91.8,4.3,1.4492200000000002,2.824368666666667,3.6418612645200437
2018,12,336,4,25,91.8,4.7,4.7535099999999995,2.8436628333333336,3.660442964795206
2018,12,336,4,30,91.8,4.7,4.7535099999999995,2.862957,3.6790246650703686
2018,12,336,4,35,91.8,5.0,7.4854,2.882251166666667,3.6976063653455293
2018,12,336,4,40,91.8,5.0,7.4854,2.9015453333333334,3.716188065620692
2018,12,336,4,45,91.8,5.0,7.4854,2.9208395000000005,3.734769765895855
2018,12,336,4,50,91.8,5.0,7.4854,2.940133666666667,3.753351466171017
2018,12,336,4,55,91.8,5.0,7.4854,2.9594278333333337,3.7719331664461784
2018,12,336,5,0,91.8,5.0,7.4854,2.9787220000000003,3.7752785539614813
2018,12,336,5,5,91.8,5.3,10.237,2.924848638916667,3.7255523249286746
2018,12,336,5,10,91.8,5.3,10.237,2.8709752778333337,3.675826095895868
2018,12,336,5,15,91.8,5.4,11.1585,2.8171019167500004,3.6260998668630604
2018,12,336,5,20,91.8,5.4,11.1585,2.7632285556666667,3.5763736378302537
2018,12,336,5,25,93.5,5.7,13.9673,2.7093551945833334,3.526647408797446
2018,12,336,5,30,93.6,5.7,13.9673,2.6554818335,3.4769211797646395
2018,12,336,5,35,93.6,5.7,13.9673,2.601608472416667,3.427194950731833
2018,12,336,5,40,93.6,5.7,13.9673,2.5477351113333335,3.3774687216990262
2018,12,336,5,45,93.6,5.6,13.0209,2.49386175025,3.3277424926662187
2018,12,336,5,50,93.6,5.6,13.0209,2.4399883891666665,3.278016263633413
2018,12,336,5,55,93.6,5.7,13.9673,2.386115028083333,3.2282900346006054
2018,12,336,6,0,93.6,5.7,13.9673,2.332241667,3.163327492807939
2018,12,336,6,5,93.6,5.2,9.31874,2.2469363891666667,3.084256973850385
2018,12,336,6,10,93.6,5.2,9.31874,2.161631111333333,3.005186454892832
2018,12,336,6,15,93.6,5.2,9.31874,2.0763258335,2.926115935935278
2018,12,336,6,20,93.6,5.2,9.31874,1.9910205556666667,2.847045416977724
2018,12,336,6,25,93.6,5.2,9.31874,1.9057152778333333,2.767974898020171
2018,12,336,6,30,93.6,5.2,9.31874,1.8204099999999999,2.688904379062617
2018,12,336,6,35,91.8,4.6,3.86562,1.7351047221666667,2.609833860105062
2018,12,336,6,40,91.8,4.6,3.86562,1.6497994443333335,2.530763341147508
2018,12,336,6,45,91.8,4.6,3.86562,1.5644941665,2.4516928221899548
2018,12,336,6,50,91.8,4.6,3.86562,1.4791888886666666,2.3726223032324
2018,12,336,6,55,91.8,4.2,0.807042,1.3938836108333335,2.293551784274846
2018,12,336,7,0,91.8,4.2,0.807042,1.308578333,2.199244952557433
2018,12,336,7,5,91.8,4.2,0.807042,1.3394883191666667,2.2286709795668704
2018,12,336,7,10,91.8,4.2,0.807042,1.3703983053333333,2.2580970065763077
