timeStamp,year,month,day,hour,minute,windDic (degree),WSF_int,windSpeed_5min
2019-01-01 08:50:00,2019.0,1.0,1.0,8.0,50.0,,10.5137725,10.861535231683176
2019-01-01 08:55:00,2019.0,1.0,1.0,8.0,55.0,,10.539261250000001,10.885445116662451
2019-01-01 09:00:00,2019.0,1.0,1.0,9.0,0.0,159.47799999999998,10.56475,10.894118688881866
2019-01-01 09:05:00,2019.0,1.0,1.0,9.0,5.0,,10.699270833333333,11.017872821071405
2019-01-01 09:10:00,2019.0,1.0,1.0,9.0,10.0,,10.833791666666666,11.141626953260944
2019-01-01 09:15:00,2019.0,1.0,1.0,9.0,15.0,,10.9683125,11.265381085450484
2019-01-01 09:20:00,2019.0,1.0,1.0,9.0,20.0,,11.102833333333333,11.389135217640023
2019-01-01 09:25:00,2019.0,1.0,1.0,9.0,25.0,,11.237354166666666,11.512889349829562
2019-01-01 09:30:00,2019.0,1.0,1.0,9.0,30.0,,11.371875,11.636643482019101
2019-01-01 09:35:00,2019.0,1.0,1.0,9.0,35.0,,11.506395833333334,11.760397614208642
2019-01-01 09:40:00,2019.0,1.0,1.0,9.0,40.0,,11.640916666666667,11.884151746398182
2019-01-01 09:45:00,2019.0,1.0,1.0,9.0,45.0,,11.7754375,12.00790587858772
2019-01-01 09:50:00,2019.0,1.0,1.0,9.0,50.0,,11.909958333333334,12.131660010777262
2019-01-01 09:55:00,2019.0,1.0,1.0,9.0,55.0,,12.044479166666667,12.255414142966801
2019-01-01 10:00:00,2019.0,1.0,1.0,10.0,0.0,167.928,12.179,12.36393196239648
2019-01-01 10:05:00,2019.0,1.0,1.0,10.0,5.0,,12.22885,12.410150241318068
2019-01-01 10:10:00,2019.0,1.0,1.0,10.0,10.0,,12.2787,12.456368520239655
2019-01-01 10:15:00,2019.0,1.0,1.0,10.0,15.0,,12.32855,12.502586799161243
2019-01-01 10:20:00,2019.0,1.0,1.0,10.0,20.0,,12.378400000000001,12.54880507808283
2019-01-01 10:25:00,2019.0,1.0,1.0,10.0,25.0,,12.42825,12.595023357004417
2019-01-01 10:30:00,2019.0,1.0,1.0,10.0,30.0,,12.478100000000001,12.641241635926004
2019-01-01 10:35:00,2019.0,1.0,1.0,10.0,35.0,,12.52795,12.687459914847592
2019-01-01 10:40:00,2019.0,1.0,1.0,10.0,40.0,,12.5778,12.73367819376918
2019-01-01 10:45:00,2019.0,1.0,1.0,10.0,45.0,,12.627650000000001,12.779896472690767
2019-01-01 10:50:00,2019.0,1.0,1.0,10.0,50.0,,12.6775,12.826114751612353
2019-01-01 10:55:00,2019.0,1.0,1.0,10.0,55.0,,12.727350000000001,12.872333030533943
2019-01-01 11:00:00,2019.0,1.0,1.0,11.0,0.0,170.5615,12.7772,12.90331499669567
2019-01-01 11:05:00,2019.0,1.0,1.0,11.0,5.0,,12.663225,12.799513361302541
2019-01-01 11:10:00,2019.0,1.0,1.0,11.0,10.0,,12.54925,12.695711725909412
2019-01-01 11:15:00,2019.0,1.0,1.0,11.0,15.0,,12.435275,12.591910090516283
2019-01-01 11:20:00,2019.0,1.0,1.0,11.0,20.0,,12.3213,12.488108455123156
2019-01-01 11:25:00,2019.0,1.0,1.0,11.0,25.0,,12.207325,12.384306819730027
2019-01-01 11:30:00,2019.0,1.0,1.0,11.0,30.0,,12.093350000000001,12.280505184336898
2019-01-01 11:35:00,2019.0,1.0,1.0,11.0,35.0,,11.979375,12.176703548943768
2019-01-01 11:40:00,2019.0,1.0,1.0,11.0,40.0,,11.8654,12.07290191355064
2019-01-01 11:45:00,2019.0,1.0,1.0,11.0,45.0,,11.751425,11.96910027815751
2019-01-01 11:50:00,2019.0,1.0,1.0,11.0,50.0,,11.63745,11.865298642764383
2019-01-01 11:55:00,2019.0,1.0,1.0,11.0,55.0,,11.523475,11.761497007371254
2019-01-01 12:00:00,2019.0,1.0,1.0,12.0,0.0,161.8906667,11.4095,11.642459059218265
2019-01-01 12:05:00,2019.0,1.0,1.0,12.0,5.0,,11.469827777499999,11.698272181922905
2019-01-01 12:10:00,2019.0,1.0,1.0,12.0,10.0,,11.530155555,11.754085304627548
2019-01-01 12:15:00,2019.0,1.0,1.0,12.0,15.0,,11.5904833325,11.809898427332186
2019-01-01 12:20:00,2019.0,1.0,1.0,12.0,20.0,,11.65081111,11.865711550036828
2019-01-01 12:25:00,2019.0,1.0,1.0,12.0,25.0,,11.7111388875,11.921524672741468
2019-01-01 12:30:00,2019.0,1.0,1.0,12.0,30.0,,11.771466665,11.977337795446108
2019-01-01 12:35:00,2019.0,1.0,1.0,12.0,35.0,,11.8317944425,12.033150918150747
2019-01-01 12:40:00,2019.0,1.0,1.0,12.0,40.0,,11.892122220000001,12.08896404085539
2019-01-01 12:45:00,2019.0,1.0,1.0,12.0,45.0,,11.9524499975,12.144777163560029
2019-01-01 12:50:00,2019.0,1.0,1.0,12.0,50.0,,12.012777775,12.200590286264669
2019-01-01 12:55:00,2019.0,1.0,1.0,12.0,55.0,,12.073105552500001,12.25640340896931
2019-01-01 13:00:00,2019.0,1.0,1.0,13.0,0.0,147.2723333,12.13343333,12.29698021891409
2019-01-01 13:05:00,2019.0,1.0,1.0,13.0,5.0,,12.302474996666668,12.45234620801643
2019-01-01 13:10:00,2019.0,1.0,1.0,13.0,10.0,,12.471516663333334,12.607712197118767
2019-01-01 13:15:00,2019.0,1.0,1.0,13.0,15.0,,12.640558330000001,12.763078186221106
2019-01-01 13:20:00,2019.0,1.0,1.0,13.0,20.0,,12.809599996666668,12.918444175323444
2019-01-01 13:25:00,2019.0,1.0,1.0,13.0,25.0,,12.978641663333335,13.073810164425783
2019-01-01 13:30:00,2019.0,1.0,1.0,13.0,30.0,,13.14768333,13.229176153528119
2019-01-01 13:35:00,2019.0,1.0,1.0,13.0,35.0,,13.316724996666668,13.38454214263046
2019-01-01 13:40:00,2019.0,1.0,1.0,13.0,40.0,,13.485766663333333,13.539908131732798
2019-01-01 13:45:00,2019.0,1.0,1.0,13.0,45.0,,13.65480833,13.695274120835133
2019-01-01 13:50:00,2019.0,1.0,1.0,13.0,50.0,,13.823849996666667,13.850640109937473
2019-01-01 13:55:00,2019.0,1.0,1.0,13.0,55.0,,13.992891663333333,14.006006099039812
2019-01-01 14:00:00,2019.0,1.0,1.0,14.0,0.0,133.68166670000002,14.16193333,14.146135775382291
2019-01-01 14:05:00,2019.0,1.0,1.0,14.0,5.0,,14.184144441666668,14.167044219666181
2019-01-01 14:10:00,2019.0,1.0,1.0,14.0,10.0,,14.206355553333333,14.187952663950071
2019-01-01 14:15:00,2019.0,1.0,1.0,14.0,15.0,,14.228566665,14.208861108233961
2019-01-01 14:20:00,2019.0,1.0,1.0,14.0,20.0,,14.250777776666666,14.229769552517853
2019-01-01 14:25:00,2019.0,1.0,1.0,14.0,25.0,,14.272988888333334,14.250677996801743
2019-01-01 14:30:00,2019.0,1.0,1.0,14.0,30.0,,14.295200000000001,14.271586441085635
2019-01-01 14:35:00,2019.0,1.0,1.0,14.0,35.0,,14.317411111666667,14.292494885369525
2019-01-01 14:40:00,2019.0,1.0,1.0,14.0,40.0,,14.339622223333334,14.313403329653415
2019-01-01 14:45:00,2019.0,1.0,1.0,14.0,45.0,,14.361833335,14.334311773937305
2019-01-01 14:50:00,2019.0,1.0,1.0,14.0,50.0,,14.384044446666667,14.355220218221197
2019-01-01 14:55:00,2019.0,1.0,1.0,14.0,55.0,,14.406255558333333,14.376128662505087
2019-01-01 15:00:00,2019.0,1.0,1.0,15.0,0.0,127.67533329999999,14.42846667,14.381800794029118
2019-01-01 15:05:00,2019.0,1.0,1.0,15.0,5.0,,14.4102444475,14.36568311087738
2019-01-01 15:10:00,2019.0,1.0,1.0,15.0,10.0,,14.392022225,14.349565427725645
2019-01-01 15:15:00,2019.0,1.0,1.0,15.0,15.0,,14.373800002500001,14.33344774457391
2019-01-01 15:20:00,2019.0,1.0,1.0,15.0,20.0,,14.35557778,14.317330061422172
2019-01-01 15:25:00,2019.0,1.0,1.0,15.0,25.0,,14.3373555575,14.301212378270435
2019-01-01 15:30:00,2019.0,1.0,1.0,15.0,30.0,,14.319133335,14.285094695118698
2019-01-01 15:35:00,2019.0,1.0,1.0,15.0,35.0,,14.3009111125,14.268977011966962
2019-01-01 15:40:00,2019.0,1.0,1.0,15.0,40.0,,14.28268889,14.252859328815225
2019-01-01 15:45:00,2019.0,1.0,1.0,15.0,45.0,,14.264466667499999,14.23674164566349
2019-01-01 15:50:00,2019.0,1.0,1.0,15.0,50.0,,14.246244445,14.220623962511754
2019-01-01 15:55:00,2019.0,1.0,1.0,15.0,55.0,,14.2280222225,14.204506279360016
2019-01-01 16:00:00,2019.0,1.0,1.0,16.0,0.0,123.19266670000002,14.2098,14.17315228344842
2019-01-01 16:05:00,2019.0,1.0,1.0,16.0,5.0,,14.098436110833333,14.071741727704204
2019-01-01 16:10:00,2019.0,1.0,1.0,16.0,10.0,,13.987072221666667,13.970331171959986
2019-01-01 16:15:00,2019.0,1.0,1.0,16.0,15.0,,13.8757083325,13.868920616215767
2019-01-01 16:20:00,2019.0,1.0,1.0,16.0,20.0,,13.764344443333332,13.767510060471551
2019-01-01 16:25:00,2019.0,1.0,1.0,16.0,25.0,,13.652980554166666,13.666099504727333
2019-01-01 16:30:00,2019.0,1.0,1.0,16.0,30.0,,13.541616665,13.564688948983115
2019-01-01 16:35:00,2019.0,1.0,1.0,16.0,35.0,,13.430252775833333,13.463278393238898
2019-01-01 16:40:00,2019.0,1.0,1.0,16.0,40.0,,13.318888886666667,13.361867837494682
2019-01-01 16:45:00,2019.0,1.0,1.0,16.0,45.0,,13.207524997499998,13.260457281750464
2019-01-01 16:50:00,2019.0,1.0,1.0,16.0,50.0,,13.096161108333332,13.159046726006245
2019-01-01 16:55:00,2019.0,1.0,1.0,16.0,55.0,,12.984797219166666,13.057636170262029
2019-01-01 17:00:00,2019.0,1.0,1.0,17.0,0.0,122.46700000000001,12.87343333,12.940989301757952
2019-01-01 17:05:00,2019.0,1.0,1.0,17.0,5.0,,12.707594719166666,12.789694460484961
2019-01-01 17:10:00,2019.0,1.0,1.0,17.0,10.0,,12.541756108333333,12.63839961921197
2019-01-01 17:15:00,2019.0,1.0,1.0,17.0,15.0,,12.3759174975,12.48710477793898
2019-01-01 17:20:00,2019.0,1.0,1.0,17.0,20.0,,12.210078886666667,12.335809936665989
2019-01-01 17:25:00,2019.0,1.0,1.0,17.0,25.0,,12.044240275833333,12.184515095393
2019-01-01 17:30:00,2019.0,1.0,1.0,17.0,30.0,,11.878401664999998,12.033220254120007
2019-01-01 17:35:00,2019.0,1.0,1.0,17.0,35.0,,11.712563054166665,11.881925412847016
2019-01-01 17:40:00,2019.0,1.0,1.0,17.0,40.0,,11.546724443333332,11.730630571574025
2019-01-01 17:45:00,2019.0,1.0,1.0,17.0,45.0,,11.380885832499999,11.579335730301034
2019-01-01 17:50:00,2019.0,1.0,1.0,17.0,50.0,,11.215047221666666,11.428040889028043
2019-01-01 17:55:00,2019.0,1.0,1.0,17.0,55.0,,11.049208610833333,11.276746047755053
2019-01-01 18:00:00,2019.0,1.0,1.0,18.0,0.0,113.63225,10.88337,11.110214893722201
2019-01-01 18:05:00,2019.0,1.0,1.0,18.0,5.0,,10.631757291666666,10.880373904075201
2019-01-01 18:10:00,2019.0,1.0,1.0,18.0,10.0,,10.380144583333333,10.6505329144282
2019-01-01 18:15:00,2019.0,1.0,1.0,18.0,15.0,,10.128531875,10.420691924781202
2019-01-01 18:20:00,2019.0,1.0,1.0,18.0,20.0,,9.876919166666667,10.190850935134202
2019-01-01 18:25:00,2019.0,1.0,1.0,18.0,25.0,,9.625306458333332,9.9610099454872
2019-01-01 18:30:00,2019.0,1.0,1.0,18.0,30.0,,9.37369375,9.7311689558402
2019-01-01 18:35:00,2019.0,1.0,1.0,18.0,35.0,,9.122081041666666,9.5013279661932
2019-01-01 18:40:00,2019.0,1.0,1.0,18.0,40.0,,8.870468333333333,9.2714869765462
2019-01-01 18:45:00,2019.0,1.0,1.0,18.0,45.0,,8.618855625,9.0416459868992
2019-01-01 18:50:00,2019.0,1.0,1.0,18.0,50.0,,8.367242916666667,8.8118049972522
2019-01-01 18:55:00,2019.0,1.0,1.0,18.0,55.0,,8.115630208333332,8.581964007605198
2019-01-01 19:00:00,2019.0,1.0,1.0,19.0,0.0,102.58615,7.8640175,8.336886705198339
2019-01-01 19:05:00,2019.0,1.0,1.0,19.0,5.0,,7.654621875,8.14570528047906
2019-01-01 19:10:00,2019.0,1.0,1.0,19.0,10.0,,7.44522625,7.95452385575978
2019-01-01 19:15:00,2019.0,1.0,1.0,19.0,15.0,,7.235830625,7.763342431040501
2019-01-01 19:20:00,2019.0,1.0,1.0,19.0,20.0,,7.026435,7.572161006321222
2019-01-01 19:25:00,2019.0,1.0,1.0,19.0,25.0,,6.817039375,7.380979581601943
2019-01-01 19:30:00,2019.0,1.0,1.0,19.0,30.0,,6.607643749999999,7.189798156882663
2019-01-01 19:35:00,2019.0,1.0,1.0,19.0,35.0,,6.398248124999999,6.998616732163383
2019-01-01 19:40:00,2019.0,1.0,1.0,19.0,40.0,,6.188852499999999,6.807435307444104
2019-01-01 19:45:00,2019.0,1.0,1.0,19.0,45.0,,5.9794568749999994,6.616253882724825
2019-01-01 19:50:00,2019.0,1.0,1.0,19.0,50.0,,5.7700612499999995,6.425072458005546
2019-01-01 19:55:00,2019.0,1.0,1.0,19.0,55.0,,5.5606656249999995,6.233891033286266
2019-01-01 20:00:00,2019.0,1.0,1.0,20.0,0.0,71.257075,5.3512699999999995,6.027473295807127
2019-01-01 20:05:00,2019.0,1.0,1.0,20.0,5.0,,5.2115578125,5.900103275469993
2019-01-01 20:10:00,2019.0,1.0,1.0,20.0,10.0,,5.071845625,5.7727332551328585
2019-01-01 20:15:00,2019.0,1.0,1.0,20.0,15.0,,4.932133437499999,5.645363234795724
2019-01-01 20:20:00,2019.0,1.0,1.0,20.0,20.0,,4.792421249999999,5.51799321445859
2019-01-01 20:25:00,2019.0,1.0,1.0,20.0,25.0,,4.6527090625,5.390623194121455
2019-01-01 20:30:00,2019.0,1.0,1.0,20.0,30.0,,4.512996875,5.26325317378432
2019-01-01 20:35:00,2019.0,1.0,1.0,20.0,35.0,,4.3732846875,5.135883153447185
2019-01-01 20:40:00,2019.0,1.0,1.0,20.0,40.0,,4.2335725,5.008513133110052
2019-01-01 20:45:00,2019.0,1.0,1.0,20.0,45.0,,4.0938603125,4.881143112772917
2019-01-01 20:50:00,2019.0,1.0,1.0,20.0,50.0,,3.954148125,4.7537730924357815
2019-01-01 20:55:00,2019.0,1.0,1.0,20.0,55.0,,3.8144359375,4.626403072098647
2019-01-01 21:00:00,2019.0,1.0,1.0,21.0,0.0,99.076255,3.67472375,4.4837967390016535
2019-01-01 21:05:00,2019.0,1.0,1.0,21.0,5.0,,4.021572604166667,4.8019865891343025
2019-01-01 21:10:00,2019.0,1.0,1.0,21.0,10.0,,4.368421458333334,5.1201764392669515
2019-01-01 21:15:00,2019.0,1.0,1.0,21.0,15.0,,4.7152703125,5.4383662893996
2019-01-01 21:20:00,2019.0,1.0,1.0,21.0,20.0,,5.062119166666667,5.756556139532249
2019-01-01 21:25:00,2019.0,1.0,1.0,21.0,25.0,,5.408968020833334,6.074745989664898
2019-01-01 21:30:00,2019.0,1.0,1.0,21.0,30.0,,5.755816875000001,6.392935839797547
2019-01-01 21:35:00,2019.0,1.0,1.0,21.0,35.0,,6.102665729166667,6.711125689930196
2019-01-01 21:40:00,2019.0,1.0,1.0,21.0,40.0,,6.449514583333334,7.029315540062845
2019-01-01 21:45:00,2019.0,1.0,1.0,21.0,45.0,,6.7963634375,7.347505390195494
2019-01-01 21:50:00,2019.0,1.0,1.0,21.0,50.0,,7.143212291666668,7.665695240328143
2019-01-01 21:55:00,2019.0,1.0,1.0,21.0,55.0,,7.490061145833334,7.983885090460792
2019-01-01 22:00:00,2019.0,1.0,1.0,22.0,0.0,316.35975,7.8369100000000005,8.28683862783358
2019-01-01 22:05:00,2019.0,1.0,1.0,22.0,5.0,,8.195863333333334,8.61611294570563
2019-01-01 22:10:00,2019.0,1.0,1.0,22.0,10.0,,8.554816666666667,8.945387263577683
2019-01-01 22:15:00,2019.0,1.0,1.0,22.0,15.0,,8.91377,9.274661581449733
2019-01-01 22:20:00,2019.0,1.0,1.0,22.0,20.0,,9.272723333333333,9.603935899321785
2019-01-01 22:25:00,2019.0,1.0,1.0,22.0,25.0,,9.631676666666667,9.933210217193837
2019-01-01 22:30:00,2019.0,1.0,1.0,22.0,30.0,,9.99063,10.262484535065887
2019-01-01 22:35:00,2019.0,1.0,1.0,22.0,35.0,,10.349583333333333,10.59175885293794
2019-01-01 22:40:00,2019.0,1.0,1.0,22.0,40.0,,10.708536666666667,10.921033170809991
2019-01-01 22:45:00,2019.0,1.0,1.0,22.0,45.0,,11.06749,11.25030748868204
2019-01-01 22:50:00,2019.0,1.0,1.0,22.0,50.0,,11.426443333333333,11.579581806554092
2019-01-01 22:55:00,2019.0,1.0,1.0,22.0,55.0,,11.785396666666667,11.908856124426144
2019-01-01 23:00:00,2019.0,1.0,1.0,23.0,0.0,306.96675,12.14435,12.222894129538336
